sample_date,test_date,wrrf_name,wrrf_abbreviation,Concentration (N1 Copies/L),Per capita load (N1 copies per day per population),annotation,population_served
2020-11-08T00:00:00.000Z,2020-11-09T00:00:00.000Z,26th Ward,26W,112000.0,6.83E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608
2020-11-08T00:00:00.000Z,2020-11-09T00:00:00.000Z,Bowery Bay,BB,386000.0,1.33E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),924695
2020-11-08T00:00:00.000Z,2020-11-09T00:00:00.000Z,Coney Island,CI,277000.0,1.2E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),682342
2020-11-08T00:00:00.000Z,2020-11-09T00:00:00.000Z,Hunts Point,HP,165000.0,1.01E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),755948
2020-11-08T00:00:00.000Z,2020-11-09T00:00:00.000Z,Jamaica Bay,JA,288000.0,1.13E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),748737
2020-11-08T00:00:00.000Z,2020-11-09T00:00:00.000Z,Newtown Creek,NC,237000.0,1.25E8,this sample was analyzed in duplicate. The higher of the 2 results is reported;This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),1156473
2020-11-08T00:00:00.000Z,2020-11-09T00:00:00.000Z,North River,NR,214000.0,9.94E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),658596
2020-11-08T00:00:00.000Z,2020-11-09T00:00:00.000Z,Oakwood Beach,OB,263000.0,9.45E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),258731
2020-11-08T00:00:00.000Z,2020-11-09T00:00:00.000Z,Owls Head,OH,305000.0,1.1E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),906442
2020-11-08T00:00:00.000Z,2020-11-09T00:00:00.000Z,Port Richmond,PR,320000.0,1.29E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),226167
2020-11-08T00:00:00.000Z,2020-11-09T00:00:00.000Z,Red Hook,RH,55400.0,2.15E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),224029
2020-11-08T00:00:00.000Z,2020-11-09T00:00:00.000Z,Rockaway,RK,52500.0,3.3E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),120539
2020-11-08T00:00:00.000Z,2020-11-09T00:00:00.000Z,Tallman Island,TI,106000.0,4.27E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),449907
2020-11-08T00:00:00.000Z,2020-11-09T00:00:00.000Z,Wards Island,WI,208000.0,1.1E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),1201485
2020-11-10T00:00:00.000Z,2020-11-11T00:00:00.000Z,26th Ward,26W,147000.0,8.44E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608
2020-11-10T00:00:00.000Z,2020-11-11T00:00:00.000Z,Bowery Bay,BB,303000.0,1.04E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),924695
2020-11-10T00:00:00.000Z,2020-11-11T00:00:00.000Z,Coney Island,CI,120000.0,5.01E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),682342
2020-11-10T00:00:00.000Z,2020-11-17T00:00:00.000Z,Hunts Point,HP,16400.0,9420000.0,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),755948
2020-11-10T00:00:00.000Z,2020-11-11T00:00:00.000Z,Jamaica Bay,JA,288000.0,1.08E8,this sample was analyzed in duplicate. The higher of the 2 results is reported;This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),748737
2020-11-10T00:00:00.000Z,2020-11-11T00:00:00.000Z,Newtown Creek,NC,162000.0,8.88E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),1156473
2020-11-10T00:00:00.000Z,2020-11-11T00:00:00.000Z,North River,NR,200000.0,1.03E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),658596
2020-11-10T00:00:00.000Z,2020-11-11T00:00:00.000Z,Oakwood Beach,OB,178000.0,6.49E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),258731
2020-11-10T00:00:00.000Z,2020-11-11T00:00:00.000Z,Owls Head,OH,284000.0,1.03E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),906442
2020-11-10T00:00:00.000Z,2020-11-11T00:00:00.000Z,Port Richmond,PR,413000.0,1.66E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),226167
2020-11-10T00:00:00.000Z,2020-11-11T00:00:00.000Z,Red Hook,RH,237000.0,9.2E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),224029
2020-11-10T00:00:00.000Z,2020-11-11T00:00:00.000Z,Rockaway,RK,14800.0,8850000.0,Concentration below Method Limit of Quantification (above Method Limit of Detection);This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),120539
2020-11-10T00:00:00.000Z,2020-11-11T00:00:00.000Z,Tallman Island,TI,222000.0,9.34E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),449907
2020-11-10T00:00:00.000Z,2020-11-11T00:00:00.000Z,Wards Island,WI,209000.0,1.11E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),1201485
2020-11-15T00:00:00.000Z,2020-11-16T00:00:00.000Z,26th Ward,26W,62400.0,5.86E7,this sample was analyzed in duplicate. The higher of the 2 results is reported;Sample processing method slightly different due to supply chain issues;This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608
2020-11-15T00:00:00.000Z,2020-11-16T00:00:00.000Z,Bowery Bay,BB,40600.0,2.27E7,Sample processing method slightly different due to supply chain issues;This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),924695
2020-11-15T00:00:00.000Z,2020-11-16T00:00:00.000Z,Coney Island,CI,43900.0,2.31E7,Sample processing method slightly different due to supply chain issues;This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),682342
2020-11-15T00:00:00.000Z,2020-11-16T00:00:00.000Z,Hunts Point,HP,119000.0,8.89E7,Sample processing method slightly different due to supply chain issues;This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),755948
2020-11-15T00:00:00.000Z,2020-11-16T00:00:00.000Z,Jamaica Bay,JA,479000.0,2.23E8,Sample processing method slightly different due to supply chain issues;This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),748737
2020-11-15T00:00:00.000Z,2020-11-16T00:00:00.000Z,Newtown Creek,NC,58200.0,4.34E7,Sample processing method slightly different due to supply chain issues;This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),1156473
2020-11-15T00:00:00.000Z,2020-11-16T00:00:00.000Z,North River,NR,20700.0,1.12E7,Sample processing method slightly different due to supply chain issues;This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),658596
2020-11-15T00:00:00.000Z,2020-11-16T00:00:00.000Z,Oakwood Beach,OB,68200.0,2.95E7,Sample processing method slightly different due to supply chain issues;This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),258731
2020-11-15T00:00:00.000Z,2020-11-16T00:00:00.000Z,Owls Head,OH,86600.0,3.73E7,Sample processing method slightly different due to supply chain issues;This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),906442
2020-11-15T00:00:00.000Z,2020-11-16T00:00:00.000Z,Port Richmond,PR,42600.0,2.64E7,Sample processing method slightly different due to supply chain issues;This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),226167
2020-11-15T00:00:00.000Z,2020-11-16T00:00:00.000Z,Red Hook,RH,25000.0,1.6E7,Sample processing method slightly different due to supply chain issues;This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),224029
2020-11-15T00:00:00.000Z,2020-11-16T00:00:00.000Z,Rockaway,RK,23000.0,1.8E7,Sample processing method slightly different due to supply chain issues;This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),120539
2020-11-15T00:00:00.000Z,2020-11-16T00:00:00.000Z,Tallman Island,TI,44100.0,2.56E7,Sample processing method slightly different due to supply chain issues;This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),449907
2020-11-15T00:00:00.000Z,2020-11-16T00:00:00.000Z,Wards Island,WI,65200.0,3.92E7,Sample processing method slightly different due to supply chain issues;This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),1201485
2020-11-17T00:00:00.000Z,2020-11-18T00:00:00.000Z,26th Ward,26W,119000.0,7.93E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608
2020-11-17T00:00:00.000Z,2020-11-18T00:00:00.000Z,Bowery Bay,BB,223000.0,7.75E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),924695
2020-11-17T00:00:00.000Z,2020-11-18T00:00:00.000Z,Coney Island,CI,91200.0,4.71E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),682342
2020-11-17T00:00:00.000Z,2020-11-18T00:00:00.000Z,Hunts Point,HP,105000.0,6.29E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),755948
2020-11-17T00:00:00.000Z,2020-11-18T00:00:00.000Z,Jamaica Bay,JA,97400.0,3.69E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),748737
2020-11-17T00:00:00.000Z,2020-11-18T00:00:00.000Z,Newtown Creek,NC,148000.0,8.27E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),1156473
2020-11-17T00:00:00.000Z,2020-11-18T00:00:00.000Z,North River,NR,104000.0,5.15E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),658596
2020-11-17T00:00:00.000Z,2020-11-18T00:00:00.000Z,Oakwood Beach,OB,88700.0,3.92E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),258731
2020-11-17T00:00:00.000Z,2020-11-18T00:00:00.000Z,Owls Head,OH,215000.0,7.28E7,this sample was analyzed in duplicate. The higher of the 2 results is reported;This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),906442
2020-11-17T00:00:00.000Z,2020-11-18T00:00:00.000Z,Port Richmond,PR,172000.0,7.19E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),226167
2020-11-17T00:00:00.000Z,2020-11-18T00:00:00.000Z,Red Hook,RH,102000.0,3.95E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),224029
2020-11-17T00:00:00.000Z,2020-11-18T00:00:00.000Z,Rockaway,RK,53200.0,3.34E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),120539
2020-11-17T00:00:00.000Z,2020-11-18T00:00:00.000Z,Tallman Island,TI,65200.0,2.91E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),449907
2020-11-17T00:00:00.000Z,2020-11-18T00:00:00.000Z,Wards Island,WI,136000.0,7.15E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),1201485
2020-11-22T00:00:00.000Z,2020-11-23T00:00:00.000Z,26th Ward,26W,253000.0,1.58E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608
2020-11-22T00:00:00.000Z,2020-11-23T00:00:00.000Z,Bowery Bay,BB,315000.0,1.22E8,this sample was analyzed in duplicate. The higher of the 2 results is reported;This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),924695
2020-11-22T00:00:00.000Z,2020-11-23T00:00:00.000Z,Coney Island,CI,131000.0,5.52E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),682342
2020-11-22T00:00:00.000Z,2020-11-23T00:00:00.000Z,Hunts Point,HP,228000.0,1.45E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),755948
2020-11-22T00:00:00.000Z,2020-11-23T00:00:00.000Z,Jamaica Bay,JA,283000.0,1.09E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),748737
2020-11-22T00:00:00.000Z,2020-11-23T00:00:00.000Z,Newtown Creek,NC,139000.0,8.27E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),1156473
2020-11-22T00:00:00.000Z,2020-11-23T00:00:00.000Z,North River,NR,264000.0,1.31E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),658596
2020-11-22T00:00:00.000Z,2020-11-23T00:00:00.000Z,Oakwood Beach,OB,69500.0,2.68E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),258731
2020-11-22T00:00:00.000Z,2020-11-23T00:00:00.000Z,Owls Head,OH,135000.0,5.17E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),906442
2020-11-22T00:00:00.000Z,2020-11-23T00:00:00.000Z,Port Richmond,PR,309000.0,1.34E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),226167
2020-11-22T00:00:00.000Z,2020-11-23T00:00:00.000Z,Red Hook,RH,200000.0,7.43E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),224029
2020-11-22T00:00:00.000Z,2020-11-23T00:00:00.000Z,Rockaway,RK,24300.0,1.52E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),120539
2020-11-22T00:00:00.000Z,2020-11-23T00:00:00.000Z,Tallman Island,TI,182000.0,7.64E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),449907
2020-11-22T00:00:00.000Z,2020-11-23T00:00:00.000Z,Wards Island,WI,251000.0,1.35E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),1201485
2020-11-24T00:00:00.000Z,2020-11-25T00:00:00.000Z,26th Ward,26W,274000.0,1.71E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608
2020-11-24T00:00:00.000Z,2020-11-25T00:00:00.000Z,Bowery Bay,BB,342000.0,1.15E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),924695
2020-11-24T00:00:00.000Z,2020-11-25T00:00:00.000Z,Coney Island,CI,151000.0,7.19E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),682342
2020-11-24T00:00:00.000Z,2020-11-25T00:00:00.000Z,Hunts Point,HP,270000.0,1.62E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),755948
2020-11-24T00:00:00.000Z,2020-11-25T00:00:00.000Z,Jamaica Bay,JA,418000.0,1.56E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),748737
2020-11-24T00:00:00.000Z,2020-11-25T00:00:00.000Z,Newtown Creek,NC,166000.0,9.19E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),1156473
2020-11-24T00:00:00.000Z,2020-11-25T00:00:00.000Z,North River,NR,158000.0,7.8E7,this sample was analyzed in duplicate. The higher of the 2 results is reported;This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),658596
2020-11-24T00:00:00.000Z,2020-11-25T00:00:00.000Z,Oakwood Beach,OB,373000.0,1.44E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),258731
2020-11-24T00:00:00.000Z,2020-11-25T00:00:00.000Z,Owls Head,OH,359000.0,1.24E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),906442
2020-11-24T00:00:00.000Z,2020-11-25T00:00:00.000Z,Port Richmond,PR,429000.0,1.65E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),226167
2020-11-24T00:00:00.000Z,2020-11-25T00:00:00.000Z,Red Hook,RH,164000.0,6.09E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),224029
2020-11-24T00:00:00.000Z,2020-11-25T00:00:00.000Z,Rockaway,RK,70600.0,4.43E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),120539
2020-11-24T00:00:00.000Z,2020-11-25T00:00:00.000Z,Tallman Island,TI,73600.0,3.9E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),449907
2020-11-24T00:00:00.000Z,2020-11-25T00:00:00.000Z,Wards Island,WI,218000.0,1.16E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),1201485
2020-11-29T00:00:00.000Z,2020-11-30T00:00:00.000Z,26th Ward,26W,240000.0,1.5E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608
2020-11-29T00:00:00.000Z,2020-11-30T00:00:00.000Z,Bowery Bay,BB,524000.0,1.8E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),924695
2020-11-29T00:00:00.000Z,2020-11-30T00:00:00.000Z,Coney Island,CI,950000.0,4.0E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),682342
2020-11-29T00:00:00.000Z,2020-11-30T00:00:00.000Z,Hunts Point,HP,399000.0,2.42E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),755948
2020-11-29T00:00:00.000Z,2020-11-30T00:00:00.000Z,Jamaica Bay,JA,138000.0,5.3E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),748737
2020-11-29T00:00:00.000Z,2020-11-30T00:00:00.000Z,Newtown Creek,NC,387000.0,2.09E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),1156473
2020-11-29T00:00:00.000Z,2020-11-30T00:00:00.000Z,North River,NR,189000.0,9.04E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),658596
2020-11-29T00:00:00.000Z,2020-11-30T00:00:00.000Z,Oakwood Beach,OB,379000.0,1.49E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),258731
2020-11-29T00:00:00.000Z,2020-11-30T00:00:00.000Z,Owls Head,OH,122000.0,4.19E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),906442
2020-11-29T00:00:00.000Z,2020-11-30T00:00:00.000Z,Port Richmond,PR,362000.0,1.51E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),226167
2020-11-29T00:00:00.000Z,2020-11-30T00:00:00.000Z,Red Hook,RH,156000.0,5.52E7,this sample was analyzed in duplicate. The higher of the 2 results is reported;This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),224029
2020-11-29T00:00:00.000Z,2020-11-30T00:00:00.000Z,Rockaway,RK,85400.0,5.1E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),120539
2020-11-29T00:00:00.000Z,2020-11-30T00:00:00.000Z,Tallman Island,TI,375000.0,1.58E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),449907
2020-11-29T00:00:00.000Z,2020-11-30T00:00:00.000Z,Wards Island,WI,231000.0,1.2E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),1201485
2020-12-01T00:00:00.000Z,2020-12-02T00:00:00.000Z,26th Ward,26W,155000.0,1.11E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608
2020-12-01T00:00:00.000Z,2020-12-02T00:00:00.000Z,Bowery Bay,BB,517000.0,1.91E8,this sample was analyzed in duplicate. The higher of the 2 results is reported;This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),924695
2020-12-01T00:00:00.000Z,2020-12-02T00:00:00.000Z,Coney Island,CI,252000.0,1.31E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),682342
2020-12-01T00:00:00.000Z,2020-12-02T00:00:00.000Z,Hunts Point,HP,188000.0,1.25E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),755948
2020-12-01T00:00:00.000Z,2020-12-02T00:00:00.000Z,Jamaica Bay,JA,462000.0,1.85E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),748737
2020-12-01T00:00:00.000Z,2020-12-02T00:00:00.000Z,Newtown Creek,NC,118000.0,6.87E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),1156473
2020-12-01T00:00:00.000Z,2020-12-02T00:00:00.000Z,North River,NR,132000.0,6.67E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),658596
2020-12-01T00:00:00.000Z,2020-12-02T00:00:00.000Z,Oakwood Beach,OB,133000.0,5.83E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),258731
2021-07-27T00:00:00.000Z,2021-07-28T00:00:00.000Z,Jamaica Bay,JA,,,analytical issue,748737
2020-12-01T00:00:00.000Z,2020-12-02T00:00:00.000Z,Owls Head,OH,486000.0,1.7E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),906442
2020-12-01T00:00:00.000Z,2020-12-02T00:00:00.000Z,Port Richmond,PR,753000.0,3.78E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),226167
2020-12-01T00:00:00.000Z,2020-12-02T00:00:00.000Z,Red Hook,RH,108000.0,4.01E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),224029
2020-12-01T00:00:00.000Z,2020-12-02T00:00:00.000Z,Rockaway,RK,49900.0,3.45E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),120539
2020-12-01T00:00:00.000Z,2020-12-02T00:00:00.000Z,Tallman Island,TI,163000.0,9.31E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),449907
2020-12-01T00:00:00.000Z,2020-12-02T00:00:00.000Z,Wards Island,WI,297000.0,1.73E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),1201485
2020-12-06T00:00:00.000Z,2020-12-07T00:00:00.000Z,26th Ward,26W,286000.0,1.98E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608
2020-12-06T00:00:00.000Z,2020-12-07T00:00:00.000Z,Bowery Bay,BB,,,analytical issue,924695
2020-12-06T00:00:00.000Z,2020-12-07T00:00:00.000Z,Coney Island,CI,303000.0,1.66E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),682342
2020-12-06T00:00:00.000Z,2020-12-07T00:00:00.000Z,Hunts Point,HP,282000.0,1.89E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),755948
2020-12-06T00:00:00.000Z,2020-12-07T00:00:00.000Z,Jamaica Bay,JA,663000.0,2.75E8,this sample was analyzed in duplicate. The higher of the 2 results is reported;This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),748737
2020-12-06T00:00:00.000Z,2020-12-07T00:00:00.000Z,Newtown Creek,NC,265000.0,1.47E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),1156473
2020-12-06T00:00:00.000Z,2020-12-07T00:00:00.000Z,North River,NR,169000.0,8.34E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),658596
2020-12-06T00:00:00.000Z,2020-12-07T00:00:00.000Z,Oakwood Beach,OB,363000.0,1.66E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),258731
2020-12-06T00:00:00.000Z,2020-12-07T00:00:00.000Z,Owls Head,OH,561000.0,1.99E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),906442
2020-12-06T00:00:00.000Z,2020-12-07T00:00:00.000Z,Port Richmond,PR,593000.0,2.88E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),226167
2020-12-06T00:00:00.000Z,2020-12-07T00:00:00.000Z,Red Hook,RH,277000.0,1.08E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),224029
2020-12-06T00:00:00.000Z,2020-12-07T00:00:00.000Z,Rockaway,RK,211000.0,1.32E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),120539
